#Delay (ns)	3-1-2	3-1	3-2
9.593200	2.06275E-7	0.03761	0.09468
9.674155	3.79279E-7	0.08421	0.04359
9.755110	1.46389E-7	0.03907	0.09403
9.836066	3.52663E-7	0.08481	0.04362
9.917021	3.12739E-7	0.03819	0.09226
9.997976	5.85554E-7	0.08411	0.04242
10.078931	2.39545E-7	0.03710	0.09558
10.159887	4.65782E-7	0.08428	0.04322
10.240842	2.46199E-7	0.03832	0.09611
10.321797	4.59128E-7	0.08433	0.04288
10.402752	2.26237E-7	0.03863	0.09352
10.483708	4.32512E-7	0.08227	0.04543
10.564663	2.72815E-7	0.03688	0.09185
10.645618	5.12360E-7	0.08442	0.04547
10.726574	1.59697E-7	0.03840	0.09471
10.807529	5.25668E-7	0.08808	0.04351
10.888484	1.86313E-7	0.03671	0.09191
10.969439	4.59128E-7	0.08490	0.04508
11.050395	1.79659E-7	0.03662	0.09083
11.131350	4.52474E-7	0.08756	0.04620
11.212305	1.46389E-7	0.03626	0.09297
11.293260	4.85744E-7	0.08512	0.04473
11.374216	2.46199E-7	0.03661	0.09418
11.455171	5.52284E-7	0.08440	0.04495
11.536126	1.39735E-7	0.03804	0.09588
11.617082	4.25858E-7	0.08540	0.04430
11.698037	1.66351E-7	0.03853	0.09684
11.778992	3.52663E-7	0.08685	0.04567
11.859947	1.86313E-7	0.03871	0.09681
11.940903	5.52284E-7	0.08379	0.04421
12.021858	1.79659E-7	0.03944	0.09206
12.102813	4.45820E-7	0.08571	0.04397
12.183768	2.26237E-7	0.03962	0.09471
12.264724	4.12550E-7	0.08422	0.04424
12.345679	1.86313E-7	0.03886	0.09339
12.426634	4.39166E-7	0.08308	0.04202
12.507590	1.86313E-7	0.03907	0.09333
12.588545	5.38976E-7	0.08375	0.04334
12.669500	2.12929E-7	0.03838	0.09349
12.750455	4.72436E-7	0.08434	0.04415
12.831411	2.52853E-7	0.03832	0.09762
12.912366	4.72436E-7	0.08455	0.04239
12.993321	2.12929E-7	0.03983	0.09412
13.074276	4.65782E-7	0.08153	0.04178
13.155232	2.32891E-7	0.04012	0.09775
13.236187	5.05706E-7	0.08151	0.04115
13.317142	2.26237E-7	0.03944	0.09471
13.398098	4.45820E-7	0.08381	0.04288
13.479053	1.73005E-7	0.03962	0.09279
13.560008	4.45820E-7	0.08265	0.04285
13.640963	1.86313E-7	0.03837	0.09473
13.721919	4.85744E-7	0.08233	0.04221
13.802874	1.79659E-7	0.03787	0.09407
13.883829	4.65782E-7	0.08299	0.04444
13.964784	1.66351E-7	0.03938	0.09340
14.045740	4.59128E-7	0.08396	0.04333
14.126695	2.12929E-7	0.03881	0.09565
14.207650	4.79090E-7	0.08495	0.04355
14.288606	1.99621E-7	0.03756	0.09166
14.369561	4.45820E-7	0.08560	0.04270
14.450516	3.26047E-7	0.03994	0.09415
14.531471	5.25668E-7	0.08180	0.04346
14.612427	1.99621E-7	0.03683	0.09410
14.693382	5.45630E-7	0.08403	0.04365
14.774337	2.06275E-7	0.03893	0.09453
14.855292	4.45820E-7	0.08253	0.04632
14.936248	1.92967E-7	0.03679	0.09221
15.017203	4.45820E-7	0.08430	0.04577
15.098158	2.06275E-7	0.03702	0.09176
15.179114	5.45630E-7	0.08403	0.04437
15.260069	2.79469E-7	0.03664	0.09246
15.341024	4.45820E-7	0.08631	0.04438
15.421979	1.92967E-7	0.03796	0.09445
15.502935	4.99052E-7	0.08765	0.04529
15.583890	1.66351E-7	0.03610	0.09319
15.664845	5.19014E-7	0.08495	0.04430
15.745800	2.46199E-7	0.03580	0.09278
15.826756	4.59128E-7	0.08372	0.04452
15.907711	2.06275E-7	0.03710	0.09503
15.988666	4.85744E-7	0.08357	0.04312
16.069622	2.26237E-7	0.03837	0.09452
16.150577	3.79279E-7	0.08381	0.04440
16.231532	2.99431E-7	0.03889	0.09369
16.312487	4.52474E-7	0.08372	0.04297
16.393443	2.19583E-7	0.03868	0.09465
16.474398	5.45630E-7	0.08345	0.04555
16.555353	1.73005E-7	0.03848	0.09442
16.636308	4.19204E-7	0.08516	0.04517
16.717264	1.53043E-7	0.03837	0.09448
16.798219	3.92587E-7	0.08494	0.04276
16.879174	2.39545E-7	0.04038	0.09354
16.960130	5.05706E-7	0.08475	0.04325
17.041085	1.66351E-7	0.03825	0.09339
17.122040	4.52474E-7	0.08391	0.04278
17.202995	2.66161E-7	0.03960	0.09509
17.283951	4.45820E-7	0.08229	0.04324
17.364906	2.32891E-7	0.04033	0.09412
17.445861	5.78900E-7	0.08394	0.04176
17.526816	1.92967E-7	0.04017	0.09829
17.607772	3.99241E-7	0.08144	0.04249
17.688727	2.12929E-7	0.03884	0.09363
17.769682	4.52474E-7	0.08373	0.04146
17.850638	2.66161E-7	0.03953	0.09357
17.931593	3.65971E-7	0.08437	0.04258
18.012548	2.12929E-7	0.03848	0.09400
18.093503	4.05896E-7	0.08403	0.04516
18.174459	2.39545E-7	0.03798	0.09541
18.255414	4.25858E-7	0.08262	0.04371
18.336369	1.66351E-7	0.03837	0.09200
18.417324	4.39166E-7	0.08309	0.04359
18.498280	2.59507E-7	0.03918	0.09488
18.579235	4.72436E-7	0.08379	0.04407
18.660190	2.59507E-7	0.03765	0.09315
18.741146	5.45630E-7	0.08284	0.04553
18.822101	2.06275E-7	0.03784	0.09465
18.903056	4.05896E-7	0.08537	0.04519
18.984011	1.99621E-7	0.03904	0.09494
19.064967	4.85744E-7	0.08469	0.04435
19.145922	1.92967E-7	0.03837	0.09713
19.226877	5.19014E-7	0.08555	0.04634
19.307832	2.06275E-7	0.03950	0.09938
19.388788	4.52474E-7	0.08640	0.04970
19.469743	2.39545E-7	0.03935	0.10771
19.550698	5.05706E-7	0.08664	0.05329
19.631654	1.86313E-7	0.03908	0.11980
19.712609	4.99052E-7	0.09534	0.06350
19.793564	1.86313E-7	0.04221	0.13813
19.874519	5.05706E-7	0.10629	0.07281
19.955475	2.26237E-7	0.04562	0.15459
20.036430	3.85933E-7	0.11307	0.07615
20.117385	1.59697E-7	0.05040	0.15354
20.198340	4.19204E-7	0.12173	0.06973
20.279296	1.73005E-7	0.05696	0.13551
20.360251	3.85933E-7	0.12509	0.05976
20.441206	1.79659E-7	0.05656	0.11696
20.522162	4.25858E-7	0.11876	0.05478
20.603117	2.12929E-7	0.05344	0.10540
20.684072	4.85744E-7	0.10897	0.04602
20.765027	1.66351E-7	0.04847	0.09932
20.845983	4.45820E-7	0.10148	0.04534
20.926938	2.59507E-7	0.04525	0.09451
21.007893	4.59128E-7	0.09053	0.04383
21.088848	2.86123E-7	0.04380	0.09427
21.169804	3.59317E-7	0.09063	0.04365
21.250759	2.19583E-7	0.04225	0.09598
21.331714	3.85933E-7	0.08765	0.04132
21.412670	2.26237E-7	0.04051	0.09403
21.493625	4.39166E-7	0.08594	0.04438
21.574580	1.92967E-7	0.04006	0.09404
21.655535	3.39355E-7	0.08443	0.04212
21.736491	1.66351E-7	0.04142	0.09513
21.817446	3.85933E-7	0.08276	0.04161
21.898401	2.06275E-7	0.04006	0.09692
21.979356	3.99241E-7	0.08290	0.04205
22.060312	1.92967E-7	0.04053	0.09483
22.141267	4.85744E-7	0.08406	0.04026
22.222222	2.99431E-7	0.03915	0.09650
22.303177	4.05896E-7	0.08174	0.04194
22.384133	2.06275E-7	0.03898	0.09418
22.465088	4.72436E-7	0.08238	0.04310
22.546043	2.32891E-7	0.03789	0.09500
22.626999	4.25858E-7	0.08095	0.04383
22.707954	2.19583E-7	0.03778	0.09534
22.788909	4.92398E-7	0.08248	0.04333
22.869864	1.59697E-7	0.03783	0.09561
22.950820	4.19204E-7	0.08205	0.04504
23.031775	2.59507E-7	0.03731	0.09342
23.112730	4.19204E-7	0.08276	0.04334
23.193685	1.53043E-7	0.03735	0.09455
23.274641	4.92398E-7	0.08206	0.04422
23.355596	1.92967E-7	0.03688	0.09455
23.436551	5.25668E-7	0.08217	0.04324
23.517507	1.13118E-7	0.03783	0.09355
23.598462	4.52474E-7	0.08352	0.04458
23.679417	2.46199E-7	0.03713	0.09373
23.760372	4.85744E-7	0.08223	0.04409
23.841328	2.66161E-7	0.03866	0.09372
23.922283	4.45820E-7	0.08478	0.04406
24.003238	2.26237E-7	0.03618	0.09239
24.084193	4.65782E-7	0.08309	0.04428
24.165149	2.06275E-7	0.03567	0.09451
24.246104	4.65782E-7	0.08703	0.04330
24.327059	1.39735E-7	0.03632	0.09367
24.408015	4.59128E-7	0.08287	0.04434
24.488970	1.79659E-7	0.03837	0.09342
24.569925	3.92587E-7	0.08527	0.04339
24.650880	1.73005E-7	0.03734	0.09330
24.731836	5.12360E-7	0.08387	0.04383
24.812791	1.53043E-7	0.03920	0.09181
24.893746	5.32322E-7	0.08439	0.04380
24.974701	1.99621E-7	0.03717	0.09380
25.055657	4.19204E-7	0.08139	0.04208
25.136612	2.06275E-7	0.03988	0.00000
25.217567	4.65782E-7	0.08418	0.00000
25.298523	2.86123E-7	0.03822	0.00000
25.379478	4.05896E-7	0.08163	0.00000
25.460433	2.66161E-7	0.03872	0.00000
25.541388	4.25858E-7	0.08017	0.00000
25.622344	2.26237E-7	0.04018	0.00000
25.703299	4.79090E-7	0.08126	0.00000
25.784254	2.59507E-7	0.03828	0.00000
25.865209	3.85933E-7	0.08440	0.00000
25.946165	1.92967E-7	0.03875	0.00000
26.027120	5.38976E-7	0.08203	0.00000
26.108075	2.06275E-7	0.03920	0.00000
26.189031	4.45820E-7	0.08127	0.00000
26.269986	1.79659E-7	0.03923	0.00000
26.350941	4.39166E-7	0.08168	0.00000
26.431896	2.12929E-7	0.03848	0.00000
26.512852	5.85554E-7	0.08235	0.00000
26.593807	1.79659E-7	0.04079	0.00000
26.674762	5.32322E-7	0.08221	0.00000
26.755717	2.26237E-7	0.04009	0.00000
26.836673	4.12550E-7	0.08414	0.00000
26.917628	2.39545E-7	0.03898	0.00000
26.998583	4.19204E-7	0.08189	0.00000
27.079539	1.73005E-7	0.03802	0.00000
27.160494	4.85744E-7	0.08378	0.00000
27.241449	2.39545E-7	0.03941	0.00000
27.322404	4.85744E-7	0.08419	0.00000
27.403360	1.99621E-7	0.03786	0.00000
27.484315	5.38976E-7	0.08120	0.00000
27.565270	2.06275E-7	0.03953	0.00000
27.646225	4.25858E-7	0.08239	0.00000
27.727181	1.92967E-7	0.03740	0.00000
27.808136	5.19014E-7	0.08406	0.00000
27.889091	2.32891E-7	0.03801	0.00000
27.970047	5.52284E-7	0.08256	0.00000
28.051002	2.92777E-7	0.03841	0.00000
28.131957	4.39166E-7	0.08282	0.00000
28.212912	1.79659E-7	0.03845	0.00000
28.293868	4.52474E-7	0.08509	0.00000
28.374823	1.66351E-7	0.03626	0.00000
28.455778	4.45820E-7	0.08658	0.00000
28.536733	1.86313E-7	0.03598	0.00000
28.617689	5.19014E-7	0.08890	0.00000
28.698644	1.53043E-7	0.03671	0.00000
28.779599	4.65782E-7	0.08466	0.00000
28.860555	1.92967E-7	0.03582	0.00000
28.941510	4.52474E-7	0.08320	0.00000
29.022465	2.32891E-7	0.03781	0.00000
29.103420	5.12360E-7	0.08403	0.00000
29.184376	2.39545E-7	0.03768	0.00000
29.265331	4.85744E-7	0.08288	0.00000
29.346286	2.26237E-7	0.03719	0.00000
29.427241	4.52474E-7	0.08449	0.00000
29.508197	1.92967E-7	0.03722	0.00000
29.589152	3.99241E-7	0.08278	0.00000
29.670107	1.79659E-7	0.03880	0.00000
29.751063	5.45630E-7	0.08193	0.00000
29.832018	1.86313E-7	0.03924	0.00000
29.912973	4.92398E-7	0.08351	0.00000
29.993928	1.86313E-7	0.03845	0.00000
30.074884	3.39355E-7	0.08241	0.00000
30.155839	2.12929E-7	0.03804	0.00000
30.236794	4.79090E-7	0.08266	0.00000
30.317749	2.06275E-7	0.03825	0.00000
30.398705	4.05896E-7	0.08259	0.00000
30.479660	1.86313E-7	0.04003	0.00000
30.560615	5.32322E-7	0.08189	0.00000
30.641571	2.12929E-7	0.03863	0.00000
30.722526	5.45630E-7	0.08102	0.00000
30.803481	1.79659E-7	0.03863	0.00000
30.884436	5.72246E-7	0.08217	0.00000
30.965392	2.26237E-7	0.03842	0.00000
31.046347	4.72436E-7	0.08053	0.00000
31.127302	2.32891E-7	0.03915	0.00000
31.208257	4.52474E-7	0.08439	0.00000
31.289213	2.52853E-7	0.03857	0.00000
31.370168	4.39166E-7	0.08086	0.00000
31.451123	1.92967E-7	0.03759	0.00000
31.532079	3.85933E-7	0.08195	0.00000
31.613034	2.12929E-7	0.03848	0.00000
31.693989	5.38976E-7	0.08405	0.00000
31.774944	2.32891E-7	0.03777	0.00000
31.855900	4.39166E-7	0.08095	0.00000
31.936855	1.53043E-7	0.03832	0.00000
32.017810	4.72436E-7	0.08323	0.00000
32.098765	1.79659E-7	0.03889	0.00000
32.179721	5.19014E-7	0.08460	0.00000
32.260676	2.66161E-7	0.03901	0.00000
32.341631	4.12550E-7	0.08604	0.00000
32.422587	1.59697E-7	0.03789	0.00000
32.503542	3.52663E-7	0.08613	0.00000
32.584497	1.92967E-7	0.03872	0.00000
32.665452	4.72436E-7	0.08653	0.00000
32.746408	1.79659E-7	0.03689	0.00000
32.827363	4.32512E-7	0.08600	0.00000
32.908318	2.46199E-7	0.03740	0.00000
32.989273	4.79090E-7	0.08844	0.00000
33.070229	1.99621E-7	0.03650	0.00000
33.151184	4.39166E-7	0.08463	0.00000
33.232139	1.99621E-7	0.03659	0.00000
33.313095	4.05896E-7	0.08321	0.00000
33.394050	2.26237E-7	0.03752	0.00000
33.475005	4.72436E-7	0.08548	0.00000
33.555960	1.73005E-7	0.03744	0.00000
33.636916	4.25858E-7	0.08418	0.00000
33.717871	3.06085E-7	0.03844	0.00000
33.798826	4.05896E-7	0.08221	0.00000
33.879781	1.99621E-7	0.03805	0.00000
33.960737	4.12550E-7	0.08384	0.00000
34.041692	1.92967E-7	0.03871	0.00000
34.122647	4.65782E-7	0.08250	0.00000
34.203603	1.46389E-7	0.03769	0.00000
34.284558	3.59317E-7	0.08114	0.00000
34.365513	1.53043E-7	0.03878	0.00000
34.446468	3.46009E-7	0.08342	0.00000
34.527424	2.19583E-7	0.03752	0.00000
34.608379	4.25858E-7	0.08129	0.00000
34.689334	1.92967E-7	0.03887	0.00000
34.770289	4.79090E-7	0.08062	0.00000
34.851245	2.26237E-7	0.03927	0.00000
34.932200	4.45820E-7	0.08300	0.00000
35.013155	1.79659E-7	0.03933	0.00000
35.094111	4.25858E-7	0.08232	0.00000
35.175066	2.46199E-7	0.04079	0.00000
35.256021	3.79279E-7	0.08062	0.00000
35.336976	1.92967E-7	0.03884	0.00000
35.417932	4.59128E-7	0.08193	0.00000
35.498887	2.79469E-7	0.03929	0.00000
35.579842	3.26047E-7	0.08145	0.00000
35.660797	2.32891E-7	0.03960	0.00000
35.741753	4.05896E-7	0.08078	0.00000
35.822708	2.46199E-7	0.03811	0.00000
35.903663	4.59128E-7	0.08248	0.00000
35.984618	1.59697E-7	0.03923	0.00000
36.065574	4.32512E-7	0.08218	0.00000
36.146529	1.86313E-7	0.03810	0.00000
36.227484	4.59128E-7	0.08205	0.00000
36.308440	2.32891E-7	0.03841	0.00000
36.389395	4.05896E-7	0.08244	0.00000
36.470350	2.19583E-7	0.03960	0.00000
36.551305	4.52474E-7	0.08384	0.00000
36.632261	2.06275E-7	0.03789	0.00000
36.713216	5.45630E-7	0.08504	0.00000
36.794171	1.66351E-7	0.03746	0.00000
36.875126	4.45820E-7	0.08370	0.00000
36.956082	1.86313E-7	0.03658	0.00000
37.037037	5.65592E-7	0.08406	0.00000
37.117992	1.53043E-7	0.03723	0.00000
37.198948	5.05706E-7	0.08357	0.00000
37.279903	2.12929E-7	0.03691	0.00000
37.360858	4.45820E-7	0.08574	0.00000
37.441813	1.33080E-7	0.03653	0.00000
37.522769	5.12360E-7	0.08321	0.00000
37.603724	1.73005E-7	0.03507	0.00000
37.684679	5.25668E-7	0.08276	0.00000
37.765634	2.26237E-7	0.03698	0.00000
37.846590	4.45820E-7	0.08330	0.00000
37.927545	1.92967E-7	0.03957	0.00000
38.008500	4.59128E-7	0.08281	0.00000
38.089456	2.32891E-7	0.03863	0.00000
38.170411	5.25668E-7	0.08177	0.00000
38.251366	1.92967E-7	0.03854	0.00000
38.332321	5.25668E-7	0.08268	0.00000
38.413277	2.06275E-7	0.03784	0.00000
38.494232	4.45820E-7	0.08178	0.00000
38.575187	2.06275E-7	0.03764	0.00000
38.656142	4.32512E-7	0.08138	0.00000
38.737098	2.19583E-7	0.03999	0.00000
38.818053	4.85744E-7	0.08193	0.00000
38.899008	1.99621E-7	0.03719	0.00000
38.979964	4.65782E-7	0.08200	0.00000
39.060919	1.79659E-7	0.03877	0.00000
39.141874	4.45820E-7	0.08169	0.00000
39.222829	2.19583E-7	0.04044	0.00000
39.303785	4.25858E-7	0.08308	0.00000
39.384740	2.86123E-7	0.03777	0.00000
39.465695	5.05706E-7	0.08221	0.00000
39.546650	1.92967E-7	0.03728	0.00000
39.627606	4.05896E-7	0.08157	0.00000
39.708561	2.32891E-7	0.03844	0.00000
39.789516	4.25858E-7	0.08202	0.00000
39.870472	2.12929E-7	0.03850	0.00000
39.951427	4.45820E-7	0.08275	0.00000
40.032382	2.06275E-7	0.03923	0.00000
40.113337	4.72436E-7	0.07971	0.00000
40.194293	2.59507E-7	0.03820	0.00000
40.275248	4.72436E-7	0.08238	0.00000
40.356203	2.12929E-7	0.03845	0.00000
40.437158	6.65402E-7	0.11909	0.00000
