771.99184	5
772.03382	30
772.07581	-9
772.11779	4
772.15977	5
772.20175	-5
772.24374	5
772.28572	0
772.3277	12
772.36968	1
772.41166	7
772.45364	11
772.49562	4
772.5376	7
772.57958	5
772.62156	6
772.66354	-5
772.70552	6
772.74749	3
772.78947	-12
772.83145	-1
772.87343	2
772.9154	1
772.95738	-3
772.99935	10
773.04133	2
773.08331	8
773.12528	-2
773.16726	0
773.20923	6
773.2512	-6
773.29318	15
773.33515	-4
773.37712	-3
773.4191	7
773.46107	-6
773.50304	4
773.54501	2
773.58698	11
773.62895	14
773.67092	13
773.71289	10
773.75486	14
773.79683	8
773.8388	7
773.88077	6
773.92274	18
773.96471	11
774.00668	12
774.04864	3
774.09061	18
774.13258	3
774.17455	22
774.21651	9
774.25848	6
774.30044	7
774.34241	10
774.38437	9
774.42634	1
774.4683	2
774.51027	9
774.55223	2
774.59419	13
774.63615	15
774.67812	16
774.72008	8
774.76204	2
774.804	19
774.84596	7
774.88792	10
774.92988	18
774.97185	-3
775.0138	16
775.05576	16
775.09772	18
775.13968	26
775.18164	13
775.2236	6
775.26556	16
775.30751	7
775.34947	24
775.39143	22
775.43338	3
775.47534	1
775.5173	12
775.55925	13
775.60121	8
775.64316	15
775.68511	21
775.72707	11
775.76902	15
775.81098	13
775.85293	5
775.89488	10
775.93683	8
775.97879	25
776.02074	21
776.06269	18
776.10464	9
776.14659	22
776.18854	4
776.23049	9
776.27244	17
776.31439	8
776.35634	4
776.39829	39
776.44023	19
776.48218	16
776.52413	9
776.56608	4
776.60802	10
776.64997	5
776.69192	12
776.73386	24
776.77581	21
776.81775	0
776.8597	10
776.90164	15
776.94359	18
776.98553	14
777.02747	20
777.06942	4
777.11136	2
777.1533	33
777.19524	19
777.23718	11
777.27913	14
777.32107	29
777.36301	22
777.40495	29
777.44689	5
777.48883	10
777.53077	20
777.57271	17
777.61464	29
777.65658	21
777.69852	29
777.74046	9
777.7824	22
777.82433	25
777.86627	13
777.9082	11
777.95014	28
777.99208	22
778.03401	36
778.07595	29
778.11788	26
778.15981	24
778.20175	17
778.24368	25
778.28561	8
778.32755	14
778.36948	24
778.41141	35
778.45334	13
778.49527	21
778.53721	17
778.57914	17
778.62107	34
778.663	33
778.70493	18
778.74685	32
778.78878	29
778.83071	33
778.87264	19
778.91457	37
778.9565	30
778.99842	18
779.04035	25
779.08228	35
779.1242	43
779.16613	36
779.20805	15
779.24998	38
779.2919	26
779.33383	24
779.37575	32
779.41768	31
779.4596	34
779.50152	29
779.54344	28
779.58537	40
779.62729	40
779.66921	31
779.71113	43
779.75305	40
779.79497	25
779.83689	33
779.87881	44
779.92073	37
779.96265	32
780.00457	32
780.04649	37
780.08841	26
780.13032	53
780.17224	41
780.21416	34
780.25607	39
780.29799	48
780.33991	27
780.38182	38
780.42374	22
780.46565	22
780.50757	41
780.54948	16
780.5914	27
780.63331	47
780.67522	42
780.71713	44
780.75905	43
780.80096	54
780.84287	39
780.88478	56
780.92669	40
780.9686	56
781.01051	49
781.05242	42
781.09433	30
781.13624	37
781.17815	48
781.22006	47
781.26197	45
781.30388	42
781.34578	50
781.38769	59
781.4296	31
781.4715	47
781.51341	36
781.55532	58
781.59722	50
781.63913	44
781.68103	57
781.72294	60
781.76484	70
781.80674	77
781.84865	50
781.89055	41
781.93245	48
781.97435	44
782.01626	52
782.05816	55
782.10006	54
782.14196	51
782.18386	44
782.22576	68
782.26766	51
782.30956	60
782.35146	57
782.39336	49
782.43526	63
782.47715	58
782.51905	64
782.56095	78
782.60285	68
782.64474	61
782.68664	55
782.72853	73
782.77043	62
782.81232	59
782.85422	48
782.89611	57
782.93801	67
782.9799	69
783.02179	59
783.06369	65
783.10558	50
783.14747	69
783.18936	72
783.23126	64
783.27315	94
783.31504	85
783.35693	84
783.39882	80
783.44071	81
783.4826	51
783.52449	48
783.56637	75
783.60826	58
783.65015	82
783.69204	44
783.73393	88
783.77581	78
783.8177	72
783.85959	84
783.90147	91
783.94336	90
783.98524	89
784.02713	84
784.06901	74
784.1109	74
784.15278	61
784.19466	76
784.23655	88
784.27843	98
784.32031	76
784.36219	92
784.40407	84
784.44595	86
784.48784	80
784.52972	81
784.5716	61
784.61348	65
784.65535	95
784.69723	101
784.73911	84
784.78099	88
784.82287	85
784.86475	96
784.90662	87
784.9485	90
784.99038	81
785.03225	106
785.07413	68
785.116	86
785.15788	79
785.19975	88
785.24163	64
785.2835	97
785.32538	95
785.36725	103
785.40912	96
785.45099	107
785.49287	85
785.53474	75
785.57661	70
785.61848	98
785.66035	96
785.70222	107
785.74409	69
785.78596	82
785.82783	84
785.8697	104
785.91157	75
785.95344	60
785.9953	92
786.03717	95
786.07904	101
786.1209	93
786.16277	81
786.20464	75
786.2465	76
786.28837	84
786.33023	100
786.3721	90
786.41396	87
786.45582	93
786.49769	90
786.53955	105
786.58141	87
786.62328	105
786.66514	84
786.707	93
786.74886	104
786.79072	101
786.83258	79
786.87444	61
786.9163	104
786.95816	89
787.00002	86
787.04188	68
787.08374	92
787.1256	104
787.16745	93
787.20931	111
787.25117	84
787.29302	87
787.33488	115
787.37673	92
787.41859	108
787.46045	79
787.5023	100
787.54415	98
787.58601	89
787.62786	103
787.66971	97
787.71157	93
787.75342	103
787.79527	100
787.83712	124
787.87898	99
787.92083	97
787.96268	97
788.00453	126
788.04638	99
788.08823	107
788.13008	105
788.17192	98
788.21377	79
788.25562	111
788.29747	97
788.33932	122
788.38116	83
788.42301	130
788.46486	106
788.5067	70
788.54855	105
788.59039	95
788.63224	97
788.67408	115
788.71592	78
788.75777	93
788.79961	90
788.84145	111
788.8833	105
788.92514	118
788.96698	86
789.00882	106
789.05066	112
789.0925	94
789.13434	107
789.17618	109
789.21802	115
789.25986	103
789.3017	92
789.34354	86
789.38538	103
789.42722	114
789.46905	119
789.51089	100
789.55273	91
789.59456	100
789.6364	123
789.67823	107
789.72007	88
789.7619	97
789.80374	76
789.84557	101
789.88741	113
789.92924	103
789.97107	114
790.0129	81
790.05474	95
790.09657	100
790.1384	84
790.18023	89
790.22206	106
790.26389	87
790.30572	108
790.34755	103
790.38938	101
790.43121	86
790.47304	92
790.51487	108
790.55669	98
790.59852	107
790.64035	121
790.68217	79
790.724	95
790.76583	121
790.80765	114
790.84948	84
790.8913	124
790.93313	96
790.97495	108
791.01677	117
791.0586	97
791.10042	110
791.14224	105
791.18406	91
791.22588	110
791.26771	105
791.30953	85
791.35135	115
791.39317	103
791.43499	90
791.47681	129
791.51863	118
791.56044	89
791.60226	110
791.64408	104
791.6859	82
791.72772	101
791.76953	92
791.81135	114
791.85316	89
791.89498	124
791.9368	94
791.97861	93
792.02043	97
792.06224	128
792.10405	109
792.14587	123
792.18768	91
792.22949	86
792.2713	120
792.31312	90
792.35493	72
792.39674	95
792.43855	129
792.48036	120
792.52217	95
792.56398	83
792.60579	102
792.6476	102
792.68941	105
792.73121	116
792.77302	126
792.81483	108
792.85664	96
792.89844	108
792.94025	108
792.98206	100
793.02386	117
793.06567	126
793.10747	130
793.14928	125
793.19108	92
793.23288	112
793.27469	104
793.31649	110
793.35829	113
793.40009	130
793.4419	97
793.4837	116
793.5255	91
793.5673	95
793.6091	110
793.6509	93
793.6927	106
793.7345	112
793.7763	104
793.81809	99
793.85989	119
793.90169	110
793.94349	117
793.98528	128
794.02708	91
794.06888	116
794.11067	108
794.15247	113
794.19426	113
794.23606	124
794.27785	123
794.31964	104
794.36144	78
794.40323	121
794.44502	111
794.48681	109
794.52861	88
794.5704	84
794.61219	124
794.65398	103
794.69577	88
794.73756	93
794.77935	104
794.82114	101
794.86293	111
794.90472	119
794.9465	81
794.98829	110
795.03008	97
795.07186	118
795.11365	93
795.15544	109
795.19722	123
795.23901	110
795.28079	97
795.32258	109
795.36436	80
795.40615	115
795.44793	95
795.48971	99
795.53149	138
795.57328	98
795.61506	110
795.65684	81
795.69862	105
795.7404	98
795.78218	109
795.82396	110
795.86574	112
795.90752	127
795.9493	104
795.99108	116
796.03286	109
796.07463	88
796.11641	103
796.15819	88
796.19996	83
796.24174	111
796.28352	106
796.32529	87
796.36707	127
796.40884	101
796.45062	110
796.49239	103
796.53416	95
796.57594	109
796.61771	112
796.65948	98
796.70125	122
796.74302	109
796.78479	97
796.82657	112
796.86834	103
796.91011	118
796.95188	107
796.99364	107
797.03541	81
797.07718	132
797.11895	105
797.16072	93
797.20248	126
797.24425	109
797.28602	104
797.32778	102
797.36955	116
797.41131	137
797.45308	120
797.49484	104
797.53661	99
797.57837	81
797.62014	138
797.6619	119
797.70366	87
797.74542	122
797.78718	101
797.82895	115
797.87071	95
797.91247	99
797.95423	116
797.99599	108
798.03775	117
798.07951	136
798.12126	108
798.16302	113
798.20478	104
798.24654	101
798.2883	122
798.33005	116
798.37181	107
798.41356	99
798.45532	98
798.49708	118
798.53883	101
798.58058	114
798.62234	79
798.66409	108
798.70584	117
798.7476	89
798.78935	126
798.8311	96
798.87285	126
798.91461	138
798.95636	139
798.99811	103
799.03986	113
799.08161	118
799.12336	122
799.1651	101
799.20685	116
799.2486	154
799.29035	109
799.3321	89
799.37384	103
799.41559	110
799.45734	126
799.49908	106
799.54083	105
799.58257	128
799.62432	105
799.66606	118
799.7078	104
799.74955	117
799.79129	120
799.83303	120
799.87478	124
799.91652	104
799.95826	111
800	110
800.04174	99
800.08348	109
800.12522	126
800.16696	121
800.2087	108
800.25044	130
800.29218	128
800.33391	135
800.37565	106
800.41739	126
800.45913	145
800.50086	128
800.5426	121
800.58433	121
800.62607	111
800.6678	98
800.70954	143
800.75127	123
800.79301	86
800.83474	80
800.87647	109
800.9182	124
800.95994	125
801.00167	116
801.0434	100
801.08513	107
801.12686	121
801.16859	131
801.21032	120
801.25205	92
801.29378	114
801.33551	115
801.37723	125
801.41896	94
801.46069	126
801.50242	126
801.54414	136
801.58587	121
801.62759	125
801.66932	94
801.71104	134
801.75277	112
801.79449	104
801.83622	119
801.87794	118
801.91966	110
801.96138	130
802.00311	130
802.04483	114
802.08655	122
802.12827	103
802.16999	102
802.21171	123
802.25343	130
802.29515	141
802.33687	99
802.37859	124
802.4203	130
802.46202	113
802.50374	136
802.54546	122
802.58717	116
802.62889	92
802.6706	135
802.71232	133
802.75403	128
802.79575	110
802.83746	141
802.87918	131
802.92089	111
802.9626	130
803.00432	96
803.04603	113
803.08774	124
803.12945	92
803.17116	130
803.21287	140
803.25458	112
803.29629	123
803.338	123
803.37971	120
803.42142	105
803.46313	145
803.50483	137
803.54654	126
803.58825	131
803.62996	106
803.67166	118
803.71337	86
803.75507	106
803.79678	109
803.83848	132
803.88019	118
803.92189	113
803.96359	109
804.0053	129
804.047	131
804.0887	100
804.1304	109
804.1721	133
804.2138	118
804.2555	116
804.2972	125
804.3389	109
804.3806	114
804.4223	136
804.464	104
804.5057	129
804.5474	99
804.58909	116
804.63079	127
804.67249	132
804.71418	115
804.75588	104
804.79757	108
804.83927	117
804.88096	118
804.92266	103
804.96435	112
805.00604	135
805.04774	109
805.08943	127
805.13112	126
805.17281	107
805.2145	145
805.25619	92
805.29788	109
805.33957	137
805.38126	121
805.42295	113
805.46464	120
805.50633	128
805.54802	97
805.58971	144
805.63139	128
805.67308	97
805.71477	109
805.75645	114
805.79814	143
